,raw_tweet,cleaned_tweet,tweet_words,tweet_words_scores,sentiment_score,bsentiment
486,@pamelamodella @footballitalia Arsenal are losers. Why should he go and waste his time there?,Arsenal are losers Why should he go and waste his time there,"['Arsenal', 'are', 'losers', 'Why', 'should', 'he', 'go', 'and', 'waste', 'his', 'time', 'there']","[{'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'are', 'positive': '0', 'negative': '0'}, {'word': 'losers', 'positive': '0', 'negative': '0'}, {'word': 'Why', 'positive': '0', 'negative': '0'}, {'word': 'should', 'positive': '0', 'negative': '0'}, {'word': 'he', 'positive': '0.0', 'negative': '0.0'}, {'word': 'go', 'positive': '0.041666666666666664', 'negative': '0.0'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'waste', 'positive': '0.25', 'negative': '0.0'}, {'word': 'his', 'positive': '0', 'negative': '0'}, {'word': 'time', 'positive': '0.1388888888888889', 'negative': '0.0'}, {'word': 'there', 'positive': '0.0', 'negative': '0.0'}]",0.03587962962962963,positive
487,@CraigyEstlea Or what I should say is the difference in how the media portray United compared to Arsenal this year 🤷🏻‍♂️,Or what I should say is the difference in how the media portray United compared to Arsenal this year 🤷‍,"['Or', 'what', 'I', 'should', 'say', 'is', 'the', 'difference', 'in', 'how', 'the', 'media', 'portray', 'United', 'compared', 'to', 'Arsenal', 'this', 'year', '🤷\u200d']","[{'word': 'Or', 'positive': '0', 'negative': '0'}, {'word': 'what', 'positive': '0', 'negative': '0'}, {'word': 'I', 'positive': '0', 'negative': '0'}, {'word': 'should', 'positive': '0', 'negative': '0'}, {'word': 'say', 'positive': '0.020833333333333332', 'negative': '0.0'}, {'word': 'is', 'positive': '0', 'negative': '0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'difference', 'positive': '0.125', 'negative': '0.3125'}, {'word': 'in', 'positive': '0.0', 'negative': '0.0'}, {'word': 'how', 'positive': '0', 'negative': '0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'media', 'positive': '0', 'negative': '0'}, {'word': 'portray', 'positive': '0.0', 'negative': '0.0'}, {'word': 'United', 'positive': '0', 'negative': '0'}, {'word': 'compared', 'positive': '0', 'negative': '0'}, {'word': 'to', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'this', 'positive': '0', 'negative': '0'}, {'word': 'year', 'positive': '0.0', 'negative': '0.0'}, {'word': '🤷\u200d', 'positive': '0', 'negative': '0'}]",-0.008333333333333333,negative
488,@Mojakx @thatguyjme @SkySportsPL You're counting Arsenal as a big game 😂,You re counting Arsenal as a big game ,"['You', 're', 'counting', 'Arsenal', 'as', 'a', 'big', 'game']","[{'word': 'You', 'positive': '0', 'negative': '0'}, {'word': 're', 'positive': '0', 'negative': '0'}, {'word': 'counting', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'as', 'positive': '0', 'negative': '0'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'big', 'positive': '0.10416666666666667', 'negative': '0.0'}, {'word': 'game', 'positive': '0.027777777777777776', 'negative': '0.05555555555555555'}]",0.004896149250671625,positive
489,@FTalentScout @Arsenal @CharliePatino10 Should be 10/10 in your ranking,Should be in your ranking,"['Should', 'be', 'in', 'your', 'ranking']","[{'word': 'Should', 'positive': '0', 'negative': '0'}, {'word': 'be', 'positive': '0.041666666666666664', 'negative': '0.020833333333333332'}, {'word': 'in', 'positive': '0.0', 'negative': '0.0'}, {'word': 'your', 'positive': '0', 'negative': '0'}, {'word': 'ranking', 'positive': '0.0', 'negative': '0.0'}]",0.004166666666666667,positive
490,@Arsenal He is always been a top playercfor beloved arsenal fc.,He is always been a top playercfor beloved arsenal fc,"['He', 'is', 'always', 'been', 'a', 'top', 'playercfor', 'beloved', 'arsenal', 'fc']","[{'word': 'He', 'positive': '0', 'negative': '0'}, {'word': 'is', 'positive': '0', 'negative': '0'}, {'word': 'always', 'positive': '0.0', 'negative': '0.0'}, {'word': 'been', 'positive': '0', 'negative': '0'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'top', 'positive': '0.015625', 'negative': '0.046875'}, {'word': 'playercfor', 'positive': '0', 'negative': '0'}, {'word': 'beloved', 'positive': '0', 'negative': '0'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}, {'word': 'fc', 'positive': '0', 'negative': '0'}]",-0.00684696948835159,negative
491,Liverpool would still be above Arsenal even if all the points Liverpool won away from home were removed,Liverpool would still be above Arsenal even if all the points Liverpool won away from home were removed,"['Liverpool', 'would', 'still', 'be', 'above', 'Arsenal', 'even', 'if', 'all', 'the', 'points', 'Liverpool', 'won', 'away', 'from', 'home', 'were', 'removed']","[{'word': 'Liverpool', 'positive': '0', 'negative': '0'}, {'word': 'would', 'positive': '0', 'negative': '0'}, {'word': 'still', 'positive': '0.08333333333333333', 'negative': '0.10416666666666667'}, {'word': 'be', 'positive': '0.041666666666666664', 'negative': '0.020833333333333332'}, {'word': 'above', 'positive': '0.0', 'negative': '0.0625'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'even', 'positive': '0.225', 'negative': '0.075'}, {'word': 'if', 'positive': '0', 'negative': '0'}, {'word': 'all', 'positive': '0.1875', 'negative': '0.0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'points', 'positive': '0', 'negative': '0'}, {'word': 'Liverpool', 'positive': '0', 'negative': '0'}, {'word': 'won', 'positive': '0.0', 'negative': '0.625'}, {'word': 'away', 'positive': '0.0', 'negative': '0.0'}, {'word': 'from', 'positive': '0', 'negative': '0'}, {'word': 'home', 'positive': '0.025', 'negative': '0.0'}, {'word': 'were', 'positive': '0', 'negative': '0'}, {'word': 'removed', 'positive': '0.0', 'negative': '0.0'}]",-0.018055555555555554,negative
492,"I did this decode before game started, late upload. Arsenal won the +.05 goal line bet. https://t.co/BFuvQbQe9J",I did this decode before game started late upload Arsenal won the goal line bet,"['I', 'did', 'this', 'decode', 'before', 'game', 'started', 'late', 'upload', 'Arsenal', 'won', 'the', 'goal', 'line', 'bet']","[{'word': 'I', 'positive': '0', 'negative': '0'}, {'word': 'did', 'positive': '0', 'negative': '0'}, {'word': 'this', 'positive': '0', 'negative': '0'}, {'word': 'decode', 'positive': '0', 'negative': '0'}, {'word': 'before', 'positive': '0', 'negative': '0'}, {'word': 'game', 'positive': '0.027777777777777776', 'negative': '0.05555555555555555'}, {'word': 'started', 'positive': '0', 'negative': '0'}, {'word': 'late', 'positive': '0.03125', 'negative': '0.0'}, {'word': 'upload', 'positive': '0.0', 'negative': '0.0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'won', 'positive': '0.0', 'negative': '0.625'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'goal', 'positive': '0.0625', 'negative': '0.0'}, {'word': 'line', 'positive': '0.007352941176470588', 'negative': '0.029411764705882353'}, {'word': 'bet', 'positive': '0', 'negative': '0'}]",-0.03873910675381264,negative
493,@Arsenal @premierleague @BukayoSaka87 What a goal💪💪💪,What a goal,"['What', 'a', 'goal']","[{'word': 'What', 'positive': '0', 'negative': '0'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'goal', 'positive': '0.0625', 'negative': '0.0'}]",0.008426768372161367,positive
494,@iam_clive @EbukaMeansGreat @Arsenal You see? I didn't even have to say which... you figured it out,clive You see I didn t even have to say which you figured it out,"['clive', 'You', 'see', 'I', 'didn', 't', 'even', 'have', 'to', 'say', 'which', 'you', 'figured', 'it', 'out']","[{'word': 'clive', 'positive': '0', 'negative': '0'}, {'word': 'You', 'positive': '0', 'negative': '0'}, {'word': 'see', 'positive': '0.09722222222222222', 'negative': '0.0'}, {'word': 'I', 'positive': '0', 'negative': '0'}, {'word': 'didn', 'positive': '0', 'negative': '0'}, {'word': 't', 'positive': '0.0', 'negative': '0.0'}, {'word': 'even', 'positive': '0.225', 'negative': '0.075'}, {'word': 'have', 'positive': '0.0', 'negative': '0.25'}, {'word': 'to', 'positive': '0', 'negative': '0'}, {'word': 'say', 'positive': '0.020833333333333332', 'negative': '0.0'}, {'word': 'which', 'positive': '0', 'negative': '0'}, {'word': 'you', 'positive': '0', 'negative': '0'}, {'word': 'figured', 'positive': '0.0', 'negative': '0.0'}, {'word': 'it', 'positive': '0', 'negative': '0'}, {'word': 'out', 'positive': '0.0', 'negative': '0.19318181818181818'}]",-0.011675084175084175,negative
495,"@Sugamite2 @cooljaj @Phemmylegacy @KemiOlunloyo @Facebook U dey mind dem, like say their generation get half of wet… https://t.co/FNWSH8Ln6m",U dey mind dem like say their generation get half of wet…,"['U', 'dey', 'mind', 'dem', 'like', 'say', 'their', 'generation', 'get', 'half', 'of', 'wet…']","[{'word': 'U', 'positive': '0', 'negative': '0'}, {'word': 'dey', 'positive': '0', 'negative': '0'}, {'word': 'mind', 'positive': '0.0625', 'negative': '0.15625'}, {'word': 'dem', 'positive': '0', 'negative': '0'}, {'word': 'like', 'positive': '0.46875', 'negative': '0.0'}, {'word': 'say', 'positive': '0.020833333333333332', 'negative': '0.0'}, {'word': 'their', 'positive': '0', 'negative': '0'}, {'word': 'generation', 'positive': '0.0', 'negative': '0.0'}, {'word': 'get', 'positive': '0.0625', 'negative': '0.03125'}, {'word': 'half', 'positive': '0.0', 'negative': '0.075'}, {'word': 'of', 'positive': '0', 'negative': '0'}, {'word': 'wet…', 'positive': '0', 'negative': '0'}]",0.02934027777777778,positive
496,@JtTwiz @Mojakx @SkySportsPL But involves arsenal and Tottenham who are mid table at best,But involves arsenal and Tottenham who are mid table at best,"['But', 'involves', 'arsenal', 'and', 'Tottenham', 'who', 'are', 'mid', 'table', 'at', 'best']","[{'word': 'But', 'positive': '0', 'negative': '0'}, {'word': 'involves', 'positive': '0', 'negative': '0'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'Tottenham', 'positive': '0', 'negative': '0'}, {'word': 'who', 'positive': '0', 'negative': '0'}, {'word': 'are', 'positive': '0', 'negative': '0'}, {'word': 'mid', 'positive': '0.0', 'negative': '0.0'}, {'word': 'table', 'positive': '0.0', 'negative': '0.0'}, {'word': 'at', 'positive': '0.0', 'negative': '0.0'}, {'word': 'best', 'positive': '0.375', 'negative': '0.0'}]",0.03409090909090909,positive
497,@acjimbo @Zonal_Marking @danielstorey85 @MattDaviesAdams @TheTotallyShow Arsenal seem to actually be... Good. Less… https://t.co/biL3clxKLq,Marking Arsenal seem to actually be Good Less…,"['Marking', 'Arsenal', 'seem', 'to', 'actually', 'be', 'Good', 'Less…']","[{'word': 'Marking', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'seem', 'positive': '0.25', 'negative': '0.0'}, {'word': 'to', 'positive': '0', 'negative': '0'}, {'word': 'actually', 'positive': '0.0', 'negative': '0.0'}, {'word': 'be', 'positive': '0.041666666666666664', 'negative': '0.020833333333333332'}, {'word': 'Good', 'positive': '0', 'negative': '0'}, {'word': 'Less…', 'positive': '0', 'negative': '0'}]",0.03385416666666667,positive
498,@UmaliCameron @anesumlambo99 you just *hate* Arsenal 💀,you just hate Arsenal ,"['you', 'just', 'hate', 'Arsenal']","[{'word': 'you', 'positive': '0', 'negative': '0'}, {'word': 'just', 'positive': '0.375', 'negative': '0.0'}, {'word': 'hate', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}]",0.09375,positive
499,"@DCfromN17 @AFCTweets2017 @DTathletic @David_Ornstein Onyɛ gbemi,you know the no of years Arsenal has featured in CL. Stop hating",Ormstein Anyɛ gbemi you know the no of years Arsenal has featured in C Stop hating,"['Ormstein', 'Anyɛ', 'gbemi', 'you', 'know', 'the', 'no', 'of', 'years', 'Arsenal', 'has', 'featured', 'in', 'C', 'Stop', 'hating']","[{'word': 'Ormstein', 'positive': '0', 'negative': '0'}, {'word': 'Anyɛ', 'positive': '0', 'negative': '0'}, {'word': 'gbemi', 'positive': '0', 'negative': '0'}, {'word': 'you', 'positive': '0', 'negative': '0'}, {'word': 'know', 'positive': '0.21875', 'negative': '0.03125'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'no', 'positive': '0.0', 'negative': '0.34375'}, {'word': 'of', 'positive': '0', 'negative': '0'}, {'word': 'years', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'has', 'positive': '0', 'negative': '0'}, {'word': 'featured', 'positive': '0.0', 'negative': '0.0625'}, {'word': 'in', 'positive': '0.0', 'negative': '0.0'}, {'word': 'C', 'positive': '0', 'negative': '0'}, {'word': 'Stop', 'positive': '0', 'negative': '0'}, {'word': 'hating', 'positive': '0', 'negative': '0'}]",-0.013671875,negative
500,"@Arsenal Great.. Time to become a mother next..
Deliver some goals ⚽ ⚽ ⚽",Great Time to become a mother next Deliver some goals   ,"['Great', 'Time', 'to', 'become', 'a', 'mother', 'next', 'Deliver', 'some', 'goals']","[{'word': 'Great', 'positive': '0', 'negative': '0'}, {'word': 'Time', 'positive': '0', 'negative': '0'}, {'word': 'to', 'positive': '0', 'negative': '0'}, {'word': 'become', 'positive': '0.0', 'negative': '0.0'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'mother', 'positive': '0.0', 'negative': '0.0'}, {'word': 'next', 'positive': '0.0', 'negative': '0.0'}, {'word': 'Deliver', 'positive': '0', 'negative': '0'}, {'word': 'some', 'positive': '0.125', 'negative': '0.0625'}, {'word': 'goals', 'positive': '0', 'negative': '0'}]",0.0025280305116484104,positive
501,"NEW EPISODE - MIND THE GAP 
@jasonphillips10 and @MPDaltonTweets discuss Arsenal's resurgence, Tottenham's decline,… https://t.co/1dDIsy8TPe",NEW EPISODE MIN THE GPA and discuss Arsenal s resurgence Tottenham s decline …,"['NEW', 'EPISODE', 'MIN', 'THE', 'GPA', 'and', 'discuss', 'Arsenal', 's', 'resurgence', 'Tottenham', 's', 'decline', '…']","[{'word': 'NEW', 'positive': '0', 'negative': '0'}, {'word': 'EPISODE', 'positive': '0', 'negative': '0'}, {'word': 'MIN', 'positive': '0', 'negative': '0'}, {'word': 'THE', 'positive': '0', 'negative': '0'}, {'word': 'GPA', 'positive': '0', 'negative': '0'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'discuss', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 's', 'positive': '0.0', 'negative': '0.0'}, {'word': 'resurgence', 'positive': '0', 'negative': '0'}, {'word': 'Tottenham', 'positive': '0', 'negative': '0'}, {'word': 's', 'positive': '0.0', 'negative': '0.0'}, {'word': 'decline', 'positive': '0.0', 'negative': '0.0'}, {'word': '…', 'positive': '0', 'negative': '0'}]",0.0,neutral
502,@Arsenal Congratulation red Pepe,Congratulation red Pipe,"['Congratulation', 'red', 'Pipe']","[{'word': 'Congratulation', 'positive': '0', 'negative': '0'}, {'word': 'red', 'positive': '0', 'negative': '0'}, {'word': 'Pipe', 'positive': '0', 'negative': '0'}]",0.0,neutral
503,@DeanBrett62 @InfidelNumber19 @Jamesy34766993 @BrianMilne80 Hate to agree but arsenal invincible team would beat th… https://t.co/DUb6rYMUKt,Late to agree but arsenal invincible team would beat th…,"['Late', 'to', 'agree', 'but', 'arsenal', 'invincible', 'team', 'would', 'beat', 'th…']","[{'word': 'Late', 'positive': '0', 'negative': '0'}, {'word': 'to', 'positive': '0', 'negative': '0'}, {'word': 'agree', 'positive': '0.375', 'negative': '0.0625'}, {'word': 'but', 'positive': '0', 'negative': '0'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}, {'word': 'invincible', 'positive': '0', 'negative': '0'}, {'word': 'team', 'positive': '0.0', 'negative': '0.0'}, {'word': 'would', 'positive': '0', 'negative': '0'}, {'word': 'beat', 'positive': '0.075', 'negative': '0.03333333333333333'}, {'word': 'th…', 'positive': '0', 'negative': '0'}]",0.035416666666666666,positive
504,"40 points above arsenal,34 points above man united if you add both together We’d  still be 15points clear champions… https://t.co/i7mZSkXZFX",points above arsenal points above man united if you add both together We’d still be points clear champions…,"['points', 'above', 'arsenal', 'points', 'above', 'man', 'united', 'if', 'you', 'add', 'both', 'together', 'We’d', 'still', 'be', 'points', 'clear', 'champions…']","[{'word': 'points', 'positive': '0', 'negative': '0'}, {'word': 'above', 'positive': '0.0', 'negative': '0.0625'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}, {'word': 'points', 'positive': '0', 'negative': '0'}, {'word': 'above', 'positive': '0.0', 'negative': '0.0625'}, {'word': 'man', 'positive': '0.020833333333333332', 'negative': '0.0'}, {'word': 'united', 'positive': '0.25', 'negative': '0.25'}, {'word': 'if', 'positive': '0', 'negative': '0'}, {'word': 'you', 'positive': '0', 'negative': '0'}, {'word': 'add', 'positive': '0.0', 'negative': '0.0'}, {'word': 'both', 'positive': '0.0', 'negative': '0.0'}, {'word': 'together', 'positive': '0.075', 'negative': '0.0'}, {'word': 'We’d', 'positive': '0', 'negative': '0'}, {'word': 'still', 'positive': '0.08333333333333333', 'negative': '0.10416666666666667'}, {'word': 'be', 'positive': '0.041666666666666664', 'negative': '0.020833333333333332'}, {'word': 'points', 'positive': '0', 'negative': '0'}, {'word': 'clear', 'positive': '0.18452380952380953', 'negative': '0.05952380952380952'}, {'word': 'champions…', 'positive': '0', 'negative': '0'}]",0.005324074074074074,positive
505,Idiot . Obviously an arsenal fan lmao https://t.co/JjYrQ1QsNq,Idiot Obviously an arsenal fan omao,"['Idiot', 'Obviously', 'an', 'arsenal', 'fan', 'omao']","[{'word': 'Idiot', 'positive': '0', 'negative': '0'}, {'word': 'Obviously', 'positive': '0', 'negative': '0'}, {'word': 'an', 'positive': '0', 'negative': '0'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}, {'word': 'fan', 'positive': '0.03125', 'negative': '0.0'}, {'word': 'omao', 'positive': '0', 'negative': '0'}]",0.005208333333333333,positive
506,"Tbf I wouldnt even mind him Edouard at Arsenal, wouldn't cost too much and has loads of potential https://t.co/RpL2VPiMZl",Trf I wouldnt even mind him Edouard at Arsenal wouldn t cost too much and has loads of potential,"['Trf', 'I', 'wouldnt', 'even', 'mind', 'him', 'Edouard', 'at', 'Arsenal', 'wouldn', 't', 'cost', 'too', 'much', 'and', 'has', 'loads', 'of', 'potential']","[{'word': 'Trf', 'positive': '0', 'negative': '0'}, {'word': 'I', 'positive': '0', 'negative': '0'}, {'word': 'wouldnt', 'positive': '0', 'negative': '0'}, {'word': 'even', 'positive': '0.225', 'negative': '0.075'}, {'word': 'mind', 'positive': '0.0625', 'negative': '0.15625'}, {'word': 'him', 'positive': '0', 'negative': '0'}, {'word': 'Edouard', 'positive': '0', 'negative': '0'}, {'word': 'at', 'positive': '0.0', 'negative': '0.0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'wouldn', 'positive': '0', 'negative': '0'}, {'word': 't', 'positive': '0.0', 'negative': '0.0'}, {'word': 'cost', 'positive': '0.0', 'negative': '0.0625'}, {'word': 'too', 'positive': '0', 'negative': '0'}, {'word': 'much', 'positive': '0.09375', 'negative': '0.03125'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'has', 'positive': '0', 'negative': '0'}, {'word': 'loads', 'positive': '0', 'negative': '0'}, {'word': 'of', 'positive': '0', 'negative': '0'}, {'word': 'potential', 'positive': '0', 'negative': '0'}]",0.002960526315789472,positive
507,@SANTINO_254 @AFTVMedia But if you want a top player and Liverpool City Chelsea United also want that player you wi… https://t.co/8DIHAr1Ylt,But if you want a top player and Liverpool City Chelsea United also want that player you wi…,"['But', 'if', 'you', 'want', 'a', 'top', 'player', 'and', 'Liverpool', 'City', 'Chelsea', 'United', 'also', 'want', 'that', 'player', 'you', 'wi…']","[{'word': 'But', 'positive': '0', 'negative': '0'}, {'word': 'if', 'positive': '0', 'negative': '0'}, {'word': 'you', 'positive': '0', 'negative': '0'}, {'word': 'want', 'positive': '0.0', 'negative': '0.20833333333333334'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'top', 'positive': '0.015625', 'negative': '0.046875'}, {'word': 'player', 'positive': '0.125', 'negative': '0.0'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'Liverpool', 'positive': '0', 'negative': '0'}, {'word': 'City', 'positive': '0', 'negative': '0'}, {'word': 'Chelsea', 'positive': '0', 'negative': '0'}, {'word': 'United', 'positive': '0', 'negative': '0'}, {'word': 'also', 'positive': '0', 'negative': '0'}, {'word': 'want', 'positive': '0.0', 'negative': '0.20833333333333334'}, {'word': 'that', 'positive': '0', 'negative': '0'}, {'word': 'player', 'positive': '0.125', 'negative': '0.0'}, {'word': 'you', 'positive': '0', 'negative': '0'}, {'word': 'wi…', 'positive': '0', 'negative': '0'}]",-0.013063131197232366,negative
508,Hayden Collins 2022 Lexington Christian Academy - breaks the scoreless tie in the top of the 3rd with a 2 out hit t… https://t.co/iPhERtwLuq,Hoyden Collins Lexington Christian Academy breaks the scoreless tie in the top of the rd with a out hit t…,"['Hoyden', 'Collins', 'Lexington', 'Christian', 'Academy', 'breaks', 'the', 'scoreless', 'tie', 'in', 'the', 'top', 'of', 'the', 'rd', 'with', 'a', 'out', 'hit', 't…']","[{'word': 'Hoyden', 'positive': '0', 'negative': '0'}, {'word': 'Collins', 'positive': '0', 'negative': '0'}, {'word': 'Lexington', 'positive': '0', 'negative': '0'}, {'word': 'Christian', 'positive': '0', 'negative': '0'}, {'word': 'Academy', 'positive': '0', 'negative': '0'}, {'word': 'breaks', 'positive': '0', 'negative': '0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'scoreless', 'positive': '0', 'negative': '0'}, {'word': 'tie', 'positive': '0.0', 'negative': '0.0'}, {'word': 'in', 'positive': '0.0', 'negative': '0.0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'top', 'positive': '0.015625', 'negative': '0.046875'}, {'word': 'of', 'positive': '0', 'negative': '0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'rd', 'positive': '0', 'negative': '0'}, {'word': 'with', 'positive': '0', 'negative': '0'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'out', 'positive': '0.0', 'negative': '0.19318181818181818'}, {'word': 'hit', 'positive': '0.0', 'negative': '0.027777777777777776'}, {'word': 't…', 'positive': '0', 'negative': '0'}]",-0.014471464542155593,negative
509,@versarchiee @Carefreerob_ @AFCoscar @TylerAFC97 @SxmmAfc @wav3Mo @goal Arsenal is no longer a big club stop living… https://t.co/PyBGFEe5KH,Arsenal is no longer a big club stop living…,"['Arsenal', 'is', 'no', 'longer', 'a', 'big', 'club', 'stop', 'living…']","[{'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'is', 'positive': '0', 'negative': '0'}, {'word': 'no', 'positive': '0.0', 'negative': '0.34375'}, {'word': 'longer', 'positive': '0.0', 'negative': '0.0'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'big', 'positive': '0.10416666666666667', 'negative': '0.0'}, {'word': 'club', 'positive': '0.025', 'negative': '0.0'}, {'word': 'stop', 'positive': '0.041666666666666664', 'negative': '0.0'}, {'word': 'living…', 'positive': '0', 'negative': '0'}]",-0.02334848461668695,negative
510,"Another superb product of Hale End - @Arsenal youth academy, brilliant 16-year-old midfielder - Charlie Patino!… https://t.co/qh0yoLWn6v",Another superb product of Hale End youth academy brilliant year old midfielder Charlie Platino …,"['Another', 'superb', 'product', 'of', 'Hale', 'End', 'youth', 'academy', 'brilliant', 'year', 'old', 'midfielder', 'Charlie', 'Platino', '…']","[{'word': 'Another', 'positive': '0', 'negative': '0'}, {'word': 'superb', 'positive': '0.875', 'negative': '0.0'}, {'word': 'product', 'positive': '0.0', 'negative': '0.0'}, {'word': 'of', 'positive': '0', 'negative': '0'}, {'word': 'Hale', 'positive': '0', 'negative': '0'}, {'word': 'End', 'positive': '0', 'negative': '0'}, {'word': 'youth', 'positive': '0.0', 'negative': '0.0'}, {'word': 'academy', 'positive': '0.08333333333333333', 'negative': '0.041666666666666664'}, {'word': 'brilliant', 'positive': '0.375', 'negative': '0.125'}, {'word': 'year', 'positive': '0.0', 'negative': '0.0'}, {'word': 'old', 'positive': '0.15', 'negative': '0.125'}, {'word': 'midfielder', 'positive': '0', 'negative': '0'}, {'word': 'Charlie', 'positive': '0', 'negative': '0'}, {'word': 'Platino', 'positive': '0', 'negative': '0'}, {'word': '…', 'positive': '0', 'negative': '0'}]",0.07944444444444446,positive
511,@Adexnelson @Arsenal Forever,Forever,['Forever'],"[{'word': 'Forever', 'positive': '0', 'negative': '0'}]",0.0,neutral
512,"Wow, scratch J.K. Rowling and you get every single damned TERF talking point in the arsenal. https://t.co/HemSHkL5W1",Now scratch J K Rolling and you get every single damned TER talking point in the arsenal,"['Now', 'scratch', 'J', 'K', 'Rolling', 'and', 'you', 'get', 'every', 'single', 'damned', 'TER', 'talking', 'point', 'in', 'the', 'arsenal']","[{'word': 'Now', 'positive': '0', 'negative': '0'}, {'word': 'scratch', 'positive': '0.0', 'negative': '0.0'}, {'word': 'J', 'positive': '0', 'negative': '0'}, {'word': 'K', 'positive': '0', 'negative': '0'}, {'word': 'Rolling', 'positive': '0', 'negative': '0'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'you', 'positive': '0', 'negative': '0'}, {'word': 'get', 'positive': '0.0625', 'negative': '0.03125'}, {'word': 'every', 'positive': '0.0625', 'negative': '0.0'}, {'word': 'single', 'positive': '0.0', 'negative': '0.0'}, {'word': 'damned', 'positive': '0.0', 'negative': '0.0'}, {'word': 'TER', 'positive': '0', 'negative': '0'}, {'word': 'talking', 'positive': '0', 'negative': '0'}, {'word': 'point', 'positive': '0.046875', 'negative': '0.0078125'}, {'word': 'in', 'positive': '0.0', 'negative': '0.0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}]",0.0078125,positive
513,"@chirag_manutd Arsenal will beat Leicester..and then we will beat Leicester on final day

#COYG",manutd Arsenal will beat Leicester and then we will beat Leicester on final day,"['manutd', 'Arsenal', 'will', 'beat', 'Leicester', 'and', 'then', 'we', 'will', 'beat', 'Leicester', 'on', 'final', 'day']","[{'word': 'manutd', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'will', 'positive': '0.0', 'negative': '0.0'}, {'word': 'beat', 'positive': '0.075', 'negative': '0.03333333333333333'}, {'word': 'Leicester', 'positive': '0', 'negative': '0'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'then', 'positive': '0.09375', 'negative': '0.0'}, {'word': 'we', 'positive': '0', 'negative': '0'}, {'word': 'will', 'positive': '0.0', 'negative': '0.0'}, {'word': 'beat', 'positive': '0.075', 'negative': '0.03333333333333333'}, {'word': 'Leicester', 'positive': '0', 'negative': '0'}, {'word': 'on', 'positive': '0.03125', 'negative': '0.0'}, {'word': 'final', 'positive': '0.0', 'negative': '0.0'}, {'word': 'day', 'positive': '0.08333333333333333', 'negative': '0.0'}]",0.020833333333333336,positive
514,@Kingsglaive90 @Arsenal Congratulations 🎊,Congratulations ,['Congratulations'],"[{'word': 'Congratulations', 'positive': '0', 'negative': '0'}]",0.0,neutral
