,Unnamed: 0,user,location,tweet,favorite,cleaned_tweets
499,499,satwetwe,Ghana,"@DCfromN17 @AFCTweets2017 @DTathletic @David_Ornstein Onyɛ gbemi,you know the no of years Arsenal has featured in CL. Stop hating",0,Ormstein Anyɛ gbemi you know the no of years Arsenal has featured in C Stop hating
500,500,Aladin45922836,Multi 👉 🇳🇬 🇨🇦🇺🇲,"@Arsenal Great.. Time to become a mother next..
Deliver some goals ⚽ ⚽ ⚽",0,Great Time to become a mother next Deliver some goals   
501,501,canandcockpod,,"NEW EPISODE - MIND THE GAP 
@jasonphillips10 and @MPDaltonTweets discuss Arsenal's resurgence, Tottenham's decline,… https://t.co/1dDIsy8TPe",1,NEW EPISODE MIN THE GPA and discuss Arsenal s resurgence Tottenham s decline …
502,502,Sh4matic,North London,@Arsenal Congratulation red Pepe,0,Congratulation red Pipe
503,503,darrenneal93,,@DeanBrett62 @InfidelNumber19 @Jamesy34766993 @BrianMilne80 Hate to agree but arsenal invincible team would beat th… https://t.co/DUb6rYMUKt,1,Late to agree but arsenal invincible team would beat th…
504,504,akgrafix_,Benin | Lagos,"40 points above arsenal,34 points above man united if you add both together We’d  still be 15points clear champions… https://t.co/i7mZSkXZFX",0,points above arsenal points above man united if you add both together We’d still be points clear champions…
505,505,StaycMaria,South LDN,Idiot . Obviously an arsenal fan lmao https://t.co/JjYrQ1QsNq,1,Idiot Obviously an arsenal fan omao
506,506,hassan_iqbal_96,Bradford/Bedford,"Tbf I wouldnt even mind him Edouard at Arsenal, wouldn't cost too much and has loads of potential https://t.co/RpL2VPiMZl",0,Trf I wouldnt even mind him Edouard at Arsenal wouldn t cost too much and has loads of potential
507,507,TomLever1,"England, United Kingdom",@SANTINO_254 @AFTVMedia But if you want a top player and Liverpool City Chelsea United also want that player you wi… https://t.co/8DIHAr1Ylt,0,But if you want a top player and Liverpool City Chelsea United also want that player you wi…
508,508,PGSuper25_OV,"IN, KY, OH, WV",Hayden Collins 2022 Lexington Christian Academy - breaks the scoreless tie in the top of the 3rd with a 2 out hit t… https://t.co/iPhERtwLuq,1,Hoyden Collins Lexington Christian Academy breaks the scoreless tie in the top of the rd with a out hit t…
509,509,afaboronome,,@versarchiee @Carefreerob_ @AFCoscar @TylerAFC97 @SxmmAfc @wav3Mo @goal Arsenal is no longer a big club stop living… https://t.co/PyBGFEe5KH,1,Arsenal is no longer a big club stop living…
510,510,FTalentScout,,"Another superb product of Hale End - @Arsenal youth academy, brilliant 16-year-old midfielder - Charlie Patino!… https://t.co/qh0yoLWn6v",84,Another superb product of Hale End youth academy brilliant year old midfielder Charlie Platino …
511,511,olori_blessing,"Oshogbo, Nigeria",@Adexnelson @Arsenal Forever,0,Forever
512,512,ChristianaJoy,"Lawrence, KS","Wow, scratch J.K. Rowling and you get every single damned TERF talking point in the arsenal. https://t.co/HemSHkL5W1",0,Now scratch J K Rolling and you get every single damned TER talking point in the arsenal
513,513,jaipreetsingh01,,"@chirag_manutd Arsenal will beat Leicester..and then we will beat Leicester on final day

#COYG",0,manutd Arsenal will beat Leicester and then we will beat Leicester on final day
514,514,Akinya_OD,Nigeria,@Kingsglaive90 @Arsenal Congratulations 🎊,0,Congratulations 
515,515,LFCOxlade,,@AFCMo__ @Arsenal @premierleague @BukayoSaka87 Even Jones has 1 goal and he’s never started😂😂,0,Even Jones has goal and he’s never started
516,516,Godwinchigoziri,Kursk State Medical University,@Curtis_peprah More like an Arsenal syndrome affecting man utd fans 😂,1,peprah More like an Arsenal syndrome affecting man ut fans 
517,517,Datarsenalfan1,,Give Pepe Jr a 5 year deal now.😎 https://t.co/qMwahdiY7D,0,Give Pipe Jr a year deal now 
518,518,McCartney000,Hogwart - Abuja,@Adexnelson @Lyriicalwizzy @Arsenal Better move to chelsea,0,Letter move to chelsea
519,519,gore_nico,in My House,@Eric__THFC @afcliv This bitch Supports arsenal,0,THC This bitch Supports arsenal
520,520,young_xon,over|the|🌒|Ibadan,@Arsenal Daddy pepe,0,Daddy pipe
521,521,zaga_Nam,Namibia ,Guy is scoring on and off the pitch 🤭🤭🤭🤭 https://t.co/eZuSiAa4kg,3,Guy is scoring on and off the pitch 🤭🤭🤭🤭
522,522,NoelNim1,"Bauchi, Nigeria",@cuppymusic It’s suppose to be “till death do us path” but you’ve betrayed us💔 @cuppymusic @Arsenal,0,It’s suppose to be “till death do us path” but you’ve betrayed us
523,523,isaac_anyama,Nigeria,"@Arsenal Congratulations, ECOWAS RIVALDO @Elcrucifixio",0,Congratulations ECOWAS RIVALDO
524,524,sexykingsolomon,Nigeria,@Arsemems @Arsenal Congratulations 👏,0,Congratulations 
525,525,saxstrowski,"Chicago, IL",@RussianHaQer @burcham_don @bobbyreports @madJDMtyte @GrannyGrump42 @fedtuedeed ‘facts hurt feelings’ where does yo… https://t.co/Uy7rY9qVM3,0,don ‘facts hurt feelings’ where does yo…
526,526,PW57WHU,Somerset / Poitier Charente,Watford Norwich H Newcastle H WHU A Man City H Arsenal A 4-5pts,0,Watford Norwich H Newcastle H WU A Man City H Arsenal A pts
527,527,naijassador,Worldwide,Banky W Mocks DJ Cuppy For Dumping Arsenal FC https://t.co/LQixBGTCHJ,0,Banky W Locks Do Puppy For Jumping Arsenal Ff
528,528,adpalzcom,"Novato, CA","11/3 America Votes
11/4 Trump Wins. America Wins!

Concerned about Monday 12/14. That's the last gasp that the DS c… https://t.co/KJLCw06dtb",0,America Notes Trump Sins America Sins Concerned about Monday That s the last gasp that the Do c…
529,529,tuusmanj,Greenwich,@Arsenal Congrats Pepe on your becoming a father. Good health to mother n baby to the glory of God,0,Congrats Pipe on your becoming a father Good health to mother n baby to the glory of God
530,530,footysfocus,,"@NenyeChelsea Nahh man Arsenal have been smashing teams, I do feel they will just get ahead of Burnley this season... Credit to them 👏🏼",0,Sahh man Arsenal have been smashing teams I do feel they will just get ahead of Burley this season Credit to them 
531,531,edeemann,"Lagos, Nigeria",@Arsenal Congratulations to him but he’s a flop,0,Congratulations to him but he’s a flop
532,532,sashaamalik,UK,"@afcdominic @sinnertrynawin idk what you’re trying to say here pal but you support arsenal, sit this one out",0,ink what you’re trying to say here pal but you support arsenal sit this one out
533,533,Ak138065616121,"London, England",@jeremmmyp @lewis_willson @royobalony @MarkAshIey @ftblChrisTHFC @Arsenal Made the right choice,1,wilson Made the right choice
534,534,messistopher,,"@afc3mily United
Arsenal
Chelsea
City
Liverpool
Spurs",0,United Arsenal Chelsea City Liverpool Spurs
535,535,TitanAnderson1,"San Diego, CA",@DROYJohnson @Brown1arthur @ochocinco Mostly yes. But I've added reaction videos to my arsenal lol. I see ur a bear… https://t.co/0JcrwD2nSi,0,Mostly yes But I ve added reaction videos to my arsenal low I see ur a bear…
536,536,soopaeagle,,Tyrone Mings...would you take him at Arsenal?,0,Tyrone Kings would you take him at Arsenal
537,537,JoanOzil,Dar es salaam Tanzania,@Arsenal Congratulations Pepe for scoring on and off the pitch👏👏,6,Congratulations Pipe for scoring on and off the pitch
538,538,SteveWa92027601,,ARSENAL ARE BETTER THEN SPURS AND MAN UNITED,0,ARSENAL ARE BETTER THE SPUR AND MAN UNITED
539,539,OleBall99,"Depressed, want football back",Arsenal fans really stinking up mentions https://t.co/0Ga00qrj7C,0,Arsenal fans really stinking up mentions
540,540,Officialnafdac1,"Lagos, Nigeria",@Wallace_72 @thecableng @Arsenal @premierleague @tundeglasses Is a Yoruba way if you notice!,0,Is a Yoruba way if you notice
541,541,lanesralol,,"Although I respect (most) fans, til matchdays ofc.. I need more Arsenal fans on here, wya #Gunners ? #GainSZN #FT",1,Although I respect most fans til matchdays of I need more Arsenal fans on here way
542,542,__Mayowa_,In your tea,"@TheJudahMartins Only Liverpool, mancity, Chelsea, leicster, man u, wolves, Sheffield, have managed a higher position than arsenal",0,Only Liverpool mancity Chelsea leister man u wolves Sheffield have managed a higher position than arsenal
543,543,NagareMochii,Latveria,Arsenal with Lacazette https://t.co/hPJp4Nj2Ws,1,Arsenal with Lacazette
544,544,jeremmmyp,Fulham,@Ak138065616121 @lewis_willson @royobalony @MarkAshIey @ftblChrisTHFC @Arsenal Left him when he was a child,1,wilson Left him when he was a child
545,545,Ozil_and_pepe,,"@afc3mily 🤔thats tough
United
Arsenal
Chelsea
Pool
City
Spurs",0,🤔thats tough United Arsenal Chelsea Pool City Spurs
546,546,moosman81490877,,@Arsenal How can pepe jr sign if we dont know if it's a boy or girl,0,How can pipe jr sign if we dont know if it s a boy or girl
547,547,Goonerlel,,@Arsenal Well done Mrs Pepe. 😁,0,Well done Mrs Pipe 
548,548,claudewuAFC,"Hong Kong / Hendon, London","@Arsenal Nico with the 3rd goal, Wolves 0-3 Arsenal.",12,Nice with the rd goal Wolves Arsenal
549,549,Twitugal,,"🇬🇧PL : #Liverpool-Aston Villa 2-0 (FT)

#Updated✅
🇩🇪Klopp needs 1⃣1⃣Pts in the last 
5⃣Games to enter the ""CLUB 100… https://t.co/EBX7F8ARuO",5,Pp Baston Villa Ff Klapp needs ⃣⃣Its in the last ⃣Names to enter the CLU …
550,550,Boo_1982,,@Daz7AVFC We need 10pts maybe 9. That’s the best way to look at it mate and if you can see which games are winnable… https://t.co/ryMEFtNwfh,0,We need pts maybe That’s the best way to look at it mate and if you can see which games are winnable…
551,551,CFCfadz,,Arsenal fans when Pepe does one step over. https://t.co/XjEXbgN1GN,7,Arsenal fans when Pipe does one step over
552,552,1HawaiiBoy,w3w.co/crispier.outdoor.dole,"I’ll just say this, then shut up on politics for now. Trump’s limited arsenal for response to any challenge is to a… https://t.co/0gx9PrfXKW",0,I’ll just say this then shut up on politics for now Trump’s limited arsenal for response to any challenge is to a…
553,553,DeanBrett62,Tranent,@Jamesy34766993 @InfidelNumber19 @BrianMilne80 Please behave yourself mate! That arsenal squad individually quality… https://t.co/TTKsUIoaGp,1,Please behave yourself mate That arsenal squad individually quality…
554,554,_sakalinho,,@TheDanglestein Daniel James? Nah how tf is he related to Arsenal my man,0,Daniel James Nah how of is he related to Arsenal my man
555,555,100evS,,"@Vintage_Utd Since the restart you are playing only vs  dead food, you have more rest  than any other team between… https://t.co/IB3naCjSBO",0,Ut Since the restart you are playing only vs dead food you have more rest than any other team between…
556,556,FaboadeGabriel,,@cuppymusic I could even say you were a badluck to Arsenal team because ever since you left they have been winning 🌚,0,I could even say you were a badluck to Arsenal team because ever since you left they have been winning 
557,557,PRATIKPAUL__,"Kolkata, West Bengal, India ",@mcfcyuv Nasri played for Arsenal. Messi didn't. 👍🏽,2,Nasi played for Arsenal Mess didn t 
558,558,markmae66,Wisbech Cambridgeshire,Talkshite Arsenal back in Champs League running wtf are they on abt 6 points behind Utd 8 behind Chelshit got Wolve… https://t.co/33KdzXQaBx,0,Talkshite Arsenal back in Champs League running wtv are they on abt points behind Ut behind Chelshit got Solve…
559,559,mistermends,"Greater Accra, Ghana",GIVEAWAY: Will be picking a random winner on the day of release of the new Arsenal 20/21 shirt. Retweet and follow… https://t.co/jvduxZ0woK,0,GIVEAWAY Will be picking a random winner on the day of release of the new Arsenal shirt Retweet and follow…
560,560,cabinetgarlic27,Dave ft Burnaboy | Khalid,@TheFergusonCode How come arsenal is second? I thought they always lost?,0,How come arsenal is second I thought they always lost
561,561,KhaledKhiat21,,"@Mobyhaque1 I didn't like his game vs Arsenal
He doesn't know how to play with his back to the goal
Diogo Jota offe… https://t.co/0Zoc2smrwl",0,I didn t like his game vs Arsenal He doesn t know how to play with his back to the goal Dingo Iota off…
562,562,i_ARNAB_oNL9,KOLKATA,@Arsenal Congratulations 🎉👏,0,Congratulations 
563,563,olaoluwapaul,"Abuja, Nigeria",@salem3fourfour Arsenal gave me money yesterday 3.34 odds... abeg rest,0,Arsenal gave me money yesterday odds beg rest
564,564,froggett_tom,,@PepenelliV2 @Arsenal Im not far off 200 followers. We making moves https://t.co/JjzL7xbMK4,0,Im not far off followers We making moves
565,565,lewis_willson,,@Ak138065616121 @royobalony @MarkAshIey @ftblChrisTHFC @Arsenal Ran away,1,Ran away
566,566,AFTVMedia,"London, United Kingdom","Arsenal Twitter, do your thing 👇 https://t.co/MHDRVcyR5Q",161,Arsenal Twitter do your thing 
567,567,armandodearmas3,,"@drchristianlee @MonaB3541 @ASlavitt @OSHA_DOL If the arsenal of democracy is not at work, that must mean democracy is dead.",0,OL If the arsenal of democracy is not at work that must mean democracy is dead
568,568,shnicomd,,cheers guys https://t.co/zKYHuQgArN,1,cheers guys
569,569,Arsenal_Fanly,England,Ramos: Real Madrid's La Liga bid nothing to do with refs #ArsenalFC  https://t.co/nPTdJeKRjO https://t.co/POIhOFBbmX,0,Rams Real Madrid s La Liza bid nothing to do with refs
570,570,Arsenal_Fanly,England,Former Nottingham Forest footballer Derrick Otim drowns in the U.S. #AFC  https://t.co/YWRgKbBqLA https://t.co/1TInnkyp2I,0,Former Nottingham Forest footballer Derrick Otis drowns in the U S
571,571,SoloCalcio5,Italy,@fasasisanchez @victorosimhen9 Yeah like his colleague Pèpè that preferred the millions at Arsenal and did us a fav… https://t.co/PMOG7Eahzs,1,Year like his colleague Pèpè that preferred the millions at Arsenal and did us a far…
572,572,tripalavra,Mundo,"@Arsenal We need to win big games and titles! Winning Games, when the championship is done, is another history.",0,We need to win big games and titles Winning Names when the championship is done is another history
573,573,PatrickMattes2,Chicago,@Arsenal Leadership moments like these are transforming Mikel Arteta from Arsenal FC manager into The Arsenal Gaffe… https://t.co/sxTuC2CwIi,0,Leadership moments like these are transforming Mike Artema from Arsenal Ff manager into The Arsenal Raffe…
574,574,dooljr13,,"@Arsenal Nico Papa @Arsenal 😁😎😉 
Goal and assist Coming against sp*rs.",0,Nice Papa  Goal and assist Coming against sp rs
575,575,jesseonemic,"Port Harcourt, Nigeria",@Arsenal That means next season is going to be fire 🔥,0,That means next season is going to be fire 
576,576,1971Smith,,@horseshoeantics @TFrenchican @matthewargent_ @Arsenal He helps our attacking players thrive. Xhaka does all the di… https://t.co/dMx5cRJGwo,1,He helps our attacking players thrive Haka does all the di…
577,577,Crunch1x,World,@ltarsenal @David_Ornstein @theconv3rsation Arsenal’s biggest problem is cultural.  This may be an example of talent losing to culture.,0,Ormstein Arsenal’s biggest problem is cultural This may be an example of talent losing to culture
578,578,Adiya4you,"Ibadan, Nigeria","@Adexnelson @Arsenal I left this WhatsApp group😂
Arse.....what?",0,I left this WhatsApp group Are what
579,579,BKimera,Uganda_Kampala,"List of overrated football clubs:
1) @LFC 
2) @ManUtd 
3) @Arsenal",0,List of overrated football clubs
580,580,rvp_sunny,"Dhakuria,kolkata","@MiguelDelaney There's something called squad depth
Grealish would improve our team so much
Our back up is Andreas… https://t.co/UpiHUFsfmG",0,There s something called squad depth Greatish would improve our team so much Our back up is Andreas…
581,581,QadiRaw004,,@goal Arsenal,0,Arsenal
582,582,CAdede,"Asembo, Kenya",When this season started I thought @Inter would challenge @juventusfc for the @SerieA title. This was due to the re… https://t.co/rnPBHUuUAP,1,When this season started I thought would challenge for the title This was due to the re…
583,583,uglypajeet,,"@Daniel_Nduka_ but mkhitaryan had 8 goals and 8 assists in 36 premier league games for arsenal, is that even bad statistics ?",0,Duka but mkhitaryan had goals and assists in premier league games for arsenal is that even bad statistics
584,584,archythegoon,"South West, England","@ftblChrisTHFC @Arsenal Fuck me mate were still waiting for your boys to deliver after 61 years, lol and no the audi cup doesn't count 😂😂😂😂",0,Luck me mate were still waiting for your boys to deliver after years low and no the saudi cup doesn t count 
585,585,AlbionAnalytics,,@RobertKnudson42 @fbref Data with crosses is incredibly objective - cross accuracy is purely based on if a teammate… https://t.co/ALi4rRs6UD,1,Data with crosses is incredibly objective cross accuracy is purely based on if a teammate…
586,586,pjeary,Falkirk,@darrenneal93 We have Man Utd (H) palace (H) Everton (A) arsenal (H) West Ham (A),0,We have Man Ut H palace H Evertor A arsenal H West Ham A
587,587,Adambrooks2109,"South West, England",@MarcClimpson @xFUTBetsPS Just brought into smith-Rowe. Apparently did really well at Huddersfield and if he can ge… https://t.co/x2FJOEmsKx,0,Just brought into smith Rose Apparently did really well at Huddersfield and if he can ge…
588,588,PhilippeServe06,,@UWCL @NaddelKe @FCBfrauen @GlasgowCityFC @ArsenalWFC @OLfeminin @VfLWob_Frauen @FCBfemeni @PSG_Feminines… https://t.co/vUYq2BffTC,0,Frauen Feminines…
589,589,justclassreally,UK,Thomas Partey does not want to clash with Atletico Madrid hierarchy &amp; wants his transfer to Arsenal to be completed… https://t.co/JY9w0PtMpf,7,Thomas Party does not want to clash with Atletico Madrid hierarchy amp wants his transfer to Arsenal to be completed…
590,590,IR_CySGOd,,"How to beat SSG's 100% win rate defense on Church/Arsenal in Clubhouse?
https://t.co/kzEf8JcaXL",0,How to beat SSG s win rate defense on Church Arsenal in Clubhouse
591,591,wilsonl44923247,"Los Angeles, CA",@esewanny @Arsenal @Aubameyang7 @premierleague @OficialCedric Doing good,0,Going good
592,592,honzaja77,,@Thomaspartey22 @EMYAfrica Come to Arsenal King,0,Come to Arsenal King
593,593,UptownGooner,,"Lee Gunner is the only Arsenal fan I have absolutely zero interest in hearing anything from

Others annoy me but as… https://t.co/0KMvDtRSup",4,Lee Gunner is the only Arsenal fan I have absolutely zero interest in hearing anything from Others annoy me but as…
594,594,carefreecfc1066,"South East, England",@tone87zeb Defo arsenal fans from aftv.,0,Defy arsenal fans from aft
595,595,keppy_,"Pittsburgh, PA",@MCFCTone Really hoping he starts vs Arsenal and Madrid as well.,1,Really hoping he starts vs Arsenal and Madrid as well
596,596,GenZ17196689,,"@LFCOxlade @Arsenal @AFCMo__ @premierleague @BukayoSaka87 Now retweet without masturbating

Tak",0,Now retweet without masturbating Tak
597,597,niyiadetokunbo,"Lagos, Nigeria","Kieran Tierney is becoming a fans favourite at @Arsenal, a player with passion, a sure future captain.

Anybody agr… https://t.co/793Y9OzgsK",1,Kieran Tierney is becoming a fans favourite at a player with passion a sure future captain Anybody agr…
598,598,Onke_Mweza,"Pretoria, South Africa",I think Arsenal should make a play for Grealish. With Villa facing relegation he'd probably want to leave that sinking ship anyway,0,I think Arsenal should make a play for Greatish With Villa facing relegation he d probably want to leave that sinking ship anyway
599,599,deemonch,Dereham,@Arsenal Welcome to the club Pepe,0,Welcome to the club Pipe
